id_personne,cosop_gmf,code_pcs_marque,csp_gmf,date_debut
5104533855,31   ,51,95,2024-03-04
5104534185,161  ,51,95,2018-04-18
5104534865,97   ,  ,  ,2005-05-23
5104535195,     ,  ,87,0001-01-01
5104535225,     ,  ,  ,0001-01-01
5104536505,42   ,51,75,2007-12-21
5104536535,61   ,51,75,2015-09-11
5104536565,     ,  ,  ,0001-01-01
5104537245,90   ,54,99,0001-01-01
5104538075,76   ,80,95,2008-11-25
5104538295,     ,  ,  ,0001-01-01
5104538305,60   ,51,75,2023-02-17
5104538325,80   ,80,05,2008-08-25
5104540925,90   ,99,99,2007-09-06
5104540945,90   ,  ,99,0001-01-01
5104541165,93   ,54,88,0001-01-01
5104541195,80   ,54,88,2020-08-07
5104541815,78   ,54,89,2012-01-05
5104542945,30   ,51,75,2024-04-05
5104543395,90   ,  ,99,2014-05-13
5104543405,97   ,54,87,2007-02-16
5104543655,     ,  ,  ,0001-01-01
5104543675,77   ,51,75,2022-06-22
5104543895,22   ,51,75,2018-11-20
5104544125,90   ,  ,99,0001-01-01
5104545155,22   ,51,75,2014-04-04
5104545195,93   ,  ,87,2012-05-30
5104545535,     ,  ,  ,0001-01-01
5104546045,     ,  ,  ,0001-01-01
5104546095,86   ,  ,75,0001-01-01
5104546765,42   ,51,75,2020-11-26
5104547045,90   ,  ,??,0001-01-01
5104547415,97   ,54,87,2023-11-23
5104547585,93   ,  ,99,2008-05-05
5104549305,93   ,36,86,2011-11-25
5104549545,93   ,54,99,2016-10-12
5104550415,42   ,51,75,2020-07-07
5104551295,31   ,51,75,2021-05-20
5104551735,     ,  ,99,2007-02-28
5104551805,90   ,  ,99,2014-02-27
5104552245,30   ,51,75,2017-07-05
5104553175,97   ,23,65,2022-08-23
5104553205,80   ,82,99,2012-08-23
5104553535,42   ,51,75,2016-07-27
5104553625,     ,  ,  ,0001-01-01
5104553815,50   ,  ,75,0001-01-01
5104554035,     ,  ,  ,0001-01-01
5104554555,93   ,81,99,2021-09-07
5104554605,50   ,99,90,0001-01-01
5104555225,77   ,51,75,2018-01-09
5104555575,90   ,  ,99,0001-01-01
5104555915,30   ,  ,99,2022-08-29
5104555925,21   ,54,87,2011-09-01
5104556155,80   ,54,91,2021-03-09
5104557405,     ,  ,  ,0001-01-01
5104557765,30   ,51,75,2017-01-09
5104557845,22   ,51,75,2018-08-27
5104558775,31   ,42,75,2014-12-30
5104559375,62   ,  ,95,2014-02-17
5104561635,93   ,  ,90,2012-05-30
5104562145,78   ,51,89,2015-05-21
5104562585,     ,  ,  ,0001-01-01
5104562615,90   ,  ,99,0001-01-01
5104562735,93   ,82,99,2022-10-12
5104563725,30   ,51,75,2006-09-20
5104564225,30   ,54,95,2018-09-20
5104564245,42   ,51,95,2016-08-09
5104566755,90   ,54,99,2017-03-03
5104567475,93   ,  ,  ,2013-04-23
5104567495,97   ,99,91,0001-01-01
5104567965,80   ,54,87,2016-03-15
5104568015,80   ,  ,99,0001-01-01
5104568675,93   ,  ,05,0001-01-01
5104568885,93   ,54,86,0001-01-01
5104569665,90   ,82,99,2020-07-16
5104569705,42   ,51,75,2014-03-21
5104570155,97   ,  ,86,0001-01-01
5104571155,93   ,54,87,2016-05-02
5104571455,41   ,32,75,2019-08-16
5104571925,     ,  ,  ,0001-01-01
5104572165,30   ,51,75,2016-03-02
5104572315,22   ,51,95,2019-08-30
5104573225,97   ,54,86,2007-03-15
5104573355,93   ,  ,99,0001-01-01
5104573815,89   ,  ,75,2006-09-26
5104574455,97   ,54,86,2011-01-21
5104574485,97   ,  ,91,2013-12-23
5104575285,     ,  ,75,0001-01-01
5104575315,     ,  ,  ,0001-01-01
5104575625,97   ,  ,90,2004-05-14
5104575665,77   ,32,75,2023-08-22
5104575765,93   ,  ,86,2012-05-30
5104576665,97   ,54,86,2004-05-15
5104577815,97   ,54,86,0001-01-01
5104577845,42   ,54,86,2024-04-22
5104578185,     ,  ,  ,0001-01-01
5104579315,     ,  ,  ,0001-01-01
5104579605,80   ,54,87,2011-03-28
5104579675,     ,  ,99,0001-01-01
5104579835,80   ,69,86,0001-01-01
5104580245,80   ,54,87,2022-10-06
5104580255,31   ,51,95,2020-03-10
5104580345,     ,  ,  ,0001-01-01
5104581025,97   ,36,87,2023-05-10
5104581085,93   ,  ,05,0001-01-01
5104581235,90   ,  ,99,2018-10-11
5104581345,97   ,54,95,2014-08-04
5104581365,78   ,31,65,2022-02-08
5104583525,93   ,81,99,2024-05-18
5104586035,64   ,51,75,2017-08-16
5104586445,360  ,32,75,2017-08-22
5104586875,97   ,54,86,2007-10-11
5104588045,80   ,54,87,2007-05-30
5104588765,97   ,99,90,2005-12-13
5104588955,80   ,54,86,2019-02-26
5104590145,93   ,  ,05,0001-01-01
5104590845,     ,  ,75,0001-01-01
5104591075,90   ,82,99,2022-10-07
5104591125,93   ,99,90,2004-05-25
5104591605,     ,  ,  ,0001-01-01
5104591945,     ,  ,  ,0001-01-01
5104592695,90   ,  ,99,2012-08-10
5104592845,     ,  ,  ,0001-01-01
5104592985,93   ,  ,99,2012-05-30
5104593615,93   ,54,87,2024-02-05
5104593875,90   ,80,05,0001-01-01
5104594885,90   ,82,99,2023-08-18
5104594965,30   ,51,75,2013-11-14
5104595445,80   ,54,88,2009-11-27
5104595495,64   ,  ,75,2007-04-16
5104597025,97   ,  ,91,2018-09-28
5104597945,     ,  ,99,0001-01-01
5104598215,90   ,99,99,0001-01-01
5104598675,78   ,54,86,2019-02-19
5104598975,     ,  ,  ,0001-01-01
5104599285,22   ,51,75,2017-11-07
5104599395,97   ,  ,65,0001-01-01
5104600455,80   ,54,86,2013-10-04
5104601105,90   ,  ,99,0001-01-01
5104601645,     ,  ,  ,0001-01-01
5104602005,93   ,  ,99,0001-01-01
5104602315,93   ,  ,87,2012-05-30
5104603215,     ,  ,75,0001-01-01
5104603595,90   ,82,99,2013-06-06
5104603715,93   ,54,88,2009-06-26
5104603735,     ,  ,  ,0001-01-01
5104604445,93   ,  ,99,2015-08-25
5104606005,     ,99,  ,2010-07-20
5104606945,90   ,  ,99,0001-01-01
5104607045,     ,  ,  ,0001-01-01
5104607205,90   ,  ,99,2011-03-21
5104607385,42   ,51,75,2019-06-03
5104608385,     ,  ,99,0001-01-01
5104609535,     ,  ,  ,0001-01-01
5104610345,30   ,  ,75,2004-06-07
5104610725,     ,  ,87,2004-06-07
5104611685,90   ,  ,99,0001-01-01
5104611865,93   ,36,87,2012-05-30
5104611985,88   ,54,86,2023-10-13
5104612915,80   ,  ,99,2020-11-09
5104613205,77   ,  ,75,2016-03-08
5104614025,     ,  ,90,0001-01-01
5104614765,93   ,  ,05,0001-01-01
5104615965,42   ,31,65,2019-12-12
5104617905,90   ,54,99,2023-09-11
5104618275,     ,  ,99,0001-01-01
5104618405,30   ,51,75,2016-06-06
5104618515,86   ,51,75,2010-11-03
5104619335,93   ,82,05,2016-04-07
5104619535,80   ,54,86,2014-05-28
5104620045,     ,  ,  ,0001-01-01
5104621055,93   ,54,87,2006-11-17
5104621805,31   ,  ,75,0001-01-01
5104621825,22   ,51,95,2022-06-24
5104622005,90   ,82,99,2013-09-26
5104622145,     ,  ,  ,0001-01-01
5104622415,80   ,82,99,2021-10-18
5104622995,11   ,51,75,2008-04-18
5104623865,80   ,21,65,2024-02-28
5104623955,97   ,51,86,2012-09-19
5104624515,31   ,51,95,2016-08-01
5104624985,     ,  ,  ,0001-01-01
5104625995,90   ,  ,99,0001-01-01
5104626165,93   ,  ,86,2006-05-04
5104626595,     ,  ,  ,0001-01-01
5104626605,97   ,31,65,2006-08-07
5104626615,50   ,51,75,2011-05-24
5104628475,90   ,  ,99,0001-01-01
5104629125,     ,  ,99,0001-01-01
5104629815,90   ,  ,99,2008-04-21
5104629845,80   ,54,87,2021-09-27
5104630155,90   ,82,99,2022-11-23
5104630465,30   ,54,65,2015-04-17
5104630815,     ,  ,  ,0001-01-01
5104630915,360  ,32,95,2023-02-27
5104632825,31   ,  ,75,0001-01-01
5104632875,93   ,54,99,2022-08-22
5104633055,16   ,51,75,2007-01-22
5104633285,42   ,51,95,2022-10-18
5104634955,     ,  ,  ,0001-01-01
5104636435,78   ,  ,89,2004-07-08
5104636605,     ,  ,87,0001-01-01
5104636655,30   ,  ,75,0001-01-01
5104637045,93   ,  ,91,2019-07-09
5104638315,93   ,54,88,2012-04-11
5104638375,     ,  ,  ,0001-01-01
5104639485,31   ,  ,75,0001-01-01
5104639605,93   ,54,87,2007-01-12
5104639825,10   ,  ,75,2021-07-06
5104639965,90   ,82,99,2012-10-10
5104640025,90   ,82,99,2012-01-06
5104640475,90   ,  ,99,0001-01-01
5104640625,42   ,51,75,2019-02-21
5104642365,     ,  ,05,0001-01-01
5104643885,86   ,51,75,2014-07-09
5104644905,90   ,  ,99,2009-10-23
5104645225,90   ,  ,05,2016-03-25
5104645755,76   ,  ,99,2014-09-10
5104645975,30   ,54,86,2021-07-06
5104646515,     ,  ,99,0001-01-01
5104647955,41   ,51,75,0001-01-01
5104648125,     ,  ,  ,0001-01-01
5104648175,97   ,81,05,0001-01-01
5104648185,     ,  ,  ,0001-01-01
5104649275,     ,  ,75,0001-01-01
5104649785,42   ,51,75,2012-05-30
5104649815,93   ,54,88,2012-05-30
5104650135,90   ,  ,99,2020-06-13
5104650265,97   ,  ,91,2011-04-04
5104651435,90   ,  ,99,2008-05-16
5104651465,90   ,  ,99,2012-06-26
5104651935,93   ,  ,99,2012-05-30
5104652165,97   ,  ,05,0001-01-01
5104652185,80   ,  ,88,0001-01-01
5104652535,30   ,32,75,0001-01-01
5104653225,97   ,54,86,2004-10-28
5104653235,80   ,54,87,2017-02-24
5104653535,     ,  ,  ,0001-01-01
5104654495,42   ,51,75,2019-04-16
5104654885,80   ,54,86,2013-07-31
5104656205,90   ,  ,99,0001-01-01
5104657065,93   ,  ,86,2012-05-30
5104657275,     ,  ,  ,0001-01-01
5104657465,93   ,54,86,2014-02-19
5104657965,80   ,36,87,2021-06-01
5104658285,31   ,51,75,2010-06-04
5104658545,90   ,  ,99,0001-01-01
5104658995,     ,  ,86,0001-01-01
5104659415,93   ,  ,88,2012-05-30
5104660065,     ,  ,99,0001-01-01
5104660095,     ,  ,99,0001-01-01
5104660495,80   ,54,99,2011-02-16
5104661165,11   ,54,88,2012-03-12
5104661925,     ,  ,99,0001-01-01
5104663035,93   ,  ,87,2012-05-30
5104663535,80   ,54,86,2012-05-22
5104663545,80   ,54,87,2024-06-13
5104664925,30   ,51,75,2015-06-25
5104665715,42   ,  ,75,2011-06-15
5104665765,42   ,51,95,2022-05-17
5104666075,     ,  ,  ,0001-01-01
5104666975,30   ,51,75,0001-01-01
5104667345,97   ,31,65,2011-07-19
5104667415,97   ,22,65,2020-11-06
5104667455,31   ,  ,95,2009-08-10
5104667705,     ,  ,  ,0001-01-01
5104669435,93   ,51,87,2012-05-30
5104669725,93   ,  ,90,2004-09-30
5104669865,     ,  ,65,2004-07-12
5104669895,     ,  ,  ,0001-01-01
5104670685,93   ,  ,86,2012-05-30
5104671985,93   ,  ,99,2008-01-29
5104672025,93   ,54,86,2012-05-30
5104672455,361  ,45,75,2019-07-30
5104672615,160  ,51,95,2019-01-08
5104673275,16   ,51,75,2008-04-19
5104673375,97   ,54,91,2016-08-23
5104674495,42   ,51,75,2018-12-06
5104674915,30   ,51,75,2010-01-22
5104675605,90   ,82,99,2023-07-07
5104675915,93   ,  ,86,2012-05-30
5104676485,16   ,54,75,0001-01-01
5104676615,42   ,32,75,2023-04-01
5104677215,     ,  ,  ,0001-01-01
5104677535,80   ,  ,75,2008-07-29
5104677545,93   ,54,87,0001-01-01
5104677615,88   ,51,75,2015-04-17
5104677645,93   ,36,99,2023-04-25
5104678485,90   ,82,99,2012-04-26
5104679465,     ,  ,  ,0001-01-01
5104682365,16   ,  ,75,0001-01-01
5104683205,93   ,54,87,2006-06-21
5104683385,80   ,54,88,2008-03-27
5104683995,38   ,  ,88,2012-05-30
5104684985,90   ,  ,99,2010-09-10
5104685845,80   ,54,88,2018-10-25
5104686805,     ,  ,87,0001-01-01
5104686905,93   ,54,87,2023-01-31
5104686985,     ,  ,99,0001-01-01
5104687905,80   ,54,86,2022-05-11
5104687925,81   ,51,88,2010-10-11
5104688305,90   ,82,99,2022-08-23
5104688415,93   ,  ,99,0001-01-01
5104688835,80   ,54,87,2011-06-15
5104688905,93   ,  ,90,2012-05-30
5104689155,42   ,32,75,2018-06-08
5104689165,93   ,81,99,2020-08-10
5104689335,97   ,54,86,2015-07-01
5104689455,10   ,  ,75,0001-01-01
5104689875,80   ,  ,99,2004-08-05
5104690835,     ,  ,99,0001-01-01
5104691425,97   ,81,99,2015-09-28
5104692465,80   ,36,86,2021-09-28
5104692985,90   ,  ,99,2013-01-10
5104693425,90   ,  ,99,2023-12-13
5104694685,93   ,  ,??,0001-01-01
5104696135,93   ,99,99,0001-01-01
5104696285,31   ,51,75,2012-02-08
5104696335,80   ,54,86,2021-09-03
5104696495,75   ,51,75,2005-09-05
5104697345,42   ,54,88,2018-05-03
5104697375,80   ,82,99,2022-08-31
5104697485,62   ,51,75,2008-07-03
5104697575,22   ,51,75,2023-04-11
5104698575,     ,  ,  ,0001-01-01
5104698885,31   ,51,75,2007-06-11
5104699165,30   ,  ,90,0001-01-01
5104699665,93   ,  ,05,0001-01-01
5104700595,     ,  ,  ,0001-01-01
5104700765,80   ,54,86,2005-11-15
5104701315,93   ,  ,99,0001-01-01
5104702195,80   ,23,65,2016-04-05
5104702255,90   ,  ,99,0001-01-01
5104702385,80   ,23,65,2011-01-17
5104702465,93   ,54,91,2024-03-14
5104704135,93   ,  ,  ,2012-05-30
5104704565,42   ,51,75,2006-07-20
5104704775,88   ,51,75,2010-06-14
5104705345,16   ,  ,75,0001-01-01
5104705815,93   ,54,86,2021-11-27
5104705835,80   ,  ,86,2004-08-06
5104705965,31   ,32,75,2013-07-18
5104706085,80   ,54,87,2022-08-31
5104706415,80   ,54,88,2019-03-23
5104706535,97   ,82,05,2024-04-18
5104707525,     ,  ,99,0001-01-01
5104707575,97   ,54,86,2008-08-26
5104707745,90   ,  ,99,2020-06-26
5104707905,90   ,  ,99,0001-01-01
5104708065,90   ,  ,99,2016-09-05
5104708335,97   ,54,87,2012-04-04
5104708565,80   ,54,88,2020-02-17
5104708585,97   ,54,88,2024-02-01
5104709555,31   ,42,75,2017-07-21
5104709825,80   ,  ,87,0001-01-01
5104709865,30   ,51,75,2024-05-14
5104710655,80   ,54,88,2021-01-15
5104711025,97   ,54,91,0001-01-01
5104711215,     ,  ,99,0001-01-01
5104711235,80   ,  ,86,2007-01-25
5104711255,     ,  ,99,0001-01-01
5104712635,     ,  ,  ,0001-01-01
5104712965,90   ,82,99,2016-02-03
5104713725,93   ,  ,99,0001-01-01
5104714025,80   ,54,88,2010-12-29
5104714475,93   ,  ,90,0001-01-01
5104714955,93   ,61,87,2007-12-27
5104715005,90   ,  ,99,2009-08-27
5104715065,93   ,  ,86,2012-05-30
5104715915,     ,  ,  ,0001-01-01
5104716695,93   ,  ,87,0001-01-01
5104717695,90   ,82,99,2024-06-07
5104718085,93   ,  ,99,2010-04-06
5104718825,90   ,  ,  ,0001-01-01
5104718925,80   ,  ,99,0001-01-01
5104719025,90   ,  ,99,0001-01-01
5104719515,90   ,54,99,2019-04-01
5104720605,42   ,54,86,2013-04-02
5104720855,30   ,51,99,2015-09-01
5104720995,80   ,  ,99,2022-09-26
5104721925,80   ,54,65,2022-10-10
5104722145,30   ,51,75,2007-07-20
5104722205,90   ,82,99,2019-05-29
5104723085,     ,  ,99,0001-01-01
5104723775,90   ,82,99,2023-08-16
5104724505,     ,  ,  ,0001-01-01
5104724605,90   ,54,99,0001-01-01
5104725035,97   ,54,91,2023-04-04
5104725495,97   ,  ,99,0001-01-01
5104725765,93   ,54,87,2012-05-30
5104726265,97   ,  ,05,2016-01-02
5104726995,42   ,54,75,2017-08-11
5104728565,     ,  ,  ,0001-01-01
5104728815,93   ,82,99,0001-01-01
5104729045,     ,  ,  ,0001-01-01
5104729395,81   ,  ,75,0001-01-01
5104729975,04   ,51,75,2023-12-15
5104730155,31   ,  ,75,0001-01-01
5104730185,31   ,  ,75,2009-11-19
5104730535,90   ,  ,99,0001-01-01
5104730755,97   ,  ,87,0001-01-01
5104731185,12   ,51,75,2021-06-14
5104731615,     ,  ,  ,0001-01-01
5104731835,     ,  ,  ,0001-01-01
5104731875,90   ,  ,99,2018-06-18
5104733575,87   ,51,75,0001-01-01
5104734535,     ,  ,99,0001-01-01
5104734645,90   ,  ,99,0001-01-01
5104734665,93   ,82,05,2011-08-26
5104735345,90   ,  ,99,2023-05-05
5104736175,93   ,82,99,2023-02-28
5104736345,97   ,  ,99,0001-01-01
5104736415,80   ,82,99,2024-03-08
5104736735,30   ,51,75,2017-07-04
5104736765,76   ,99,99,2005-11-09
5104737385,46   ,51,75,0001-01-01
5104737415,     ,  ,  ,0001-01-01
5104737435,97   ,51,91,2023-11-17
5104737525,90   ,82,99,2014-09-09
5104739815,80   ,54,86,2019-10-28
5104741385,16   ,  ,86,2008-04-11
5104741505,93   ,  ,99,2012-05-30
5104741805,     ,  ,  ,0001-01-01
5104741915,160  ,51,75,2017-03-29
5104742855,     ,  ,99,0001-01-01
5104743155,93   ,54,86,2017-07-10
5104743695,93   ,  ,99,0001-01-01
5104744495,80   ,54,87,2022-08-01
5104744815,38   ,36,91,2008-10-20
5104745395,93   ,  ,99,2010-09-07
5104746305,90   ,54,86,2021-06-15
5104746745,90   ,54,88,2024-05-22
5104747245,90   ,  ,05,2009-11-12
5104747475,87   ,51,75,2006-10-23
5104747545,93   ,54,91,2011-08-02
5104747775,90   ,  ,99,2014-09-30
5104748335,93   ,51,86,2004-09-06
5104748725,31   ,51,75,2019-08-28
5104748805,87   ,51,95,2022-11-28
5104749615,90   ,  ,99,2023-03-13
5104749735,90   ,82,99,2022-08-01
5104750245,10   ,51,75,2019-03-09
5104751205,90   ,  ,??,0001-01-01
5104751215,93   ,54,87,2023-10-24
5104752795,31   ,34,75,0001-01-01
5104753085,93   ,  ,99,2020-01-11
5104753275,30   ,51,75,2023-01-18
5104753445,86   ,54,75,2021-04-12
5104756875,42   ,51,75,2022-03-18
5104757685,80   ,  ,87,0001-01-01
5104757705,93   ,  ,86,0001-01-01
5104757845,     ,  ,  ,0001-01-01
5104757985,97   ,  ,90,0001-01-01
5104759095,80   ,  ,99,0001-01-01
5104759815,160  ,51,75,2023-08-31
5104759885,     ,  ,  ,0001-01-01
5104760395,93   ,82,99,2022-03-31
5104760765,42   ,51,75,2012-05-30
5104761395,     ,  ,75,0001-01-01
5104761785,97   ,  ,99,2011-07-30
5104762145,78   ,36,89,2016-11-04
5104762445,160  ,51,75,2019-04-16
5104762735,93   ,54,91,2010-12-28
5104762785,42   ,51,75,2019-07-18
5104762885,93   ,  ,99,2009-08-05
5104762895,80   ,82,99,2023-08-14
5104762955,42   ,51,95,0001-01-01
5104763025,90   ,  ,99,2013-11-05
5104764215,     ,  ,  ,0001-01-01
5104764395,90   ,  ,99,2023-12-18
5104765195,     ,  ,  ,0001-01-01
5104765555,93   ,  ,99,0001-01-01
5104766105,80   ,54,87,2009-09-17
5104766755,96   ,  ,86,2006-06-24
5104767495,     ,  ,  ,0001-01-01
5104769325,42   ,51,75,2012-05-30
5104770605,90   ,  ,99,2010-01-28
5104770755,22   ,51,75,2022-09-20
5104771365,42   ,51,75,2021-07-05
5104772845,42   ,51,75,2017-08-29
5104773205,90   ,  ,99,2009-08-19
5104773425,93   ,  ,99,0001-01-01
5104773965,93   ,54,91,2013-09-17
5104774145,93   ,  ,99,2012-05-30
5104774355,     ,  ,  ,0001-01-01
5104774945,     ,  ,  ,0001-01-01
5104775745,90   ,  ,99,2018-10-01
5104776885,     ,  ,  ,0001-01-01
5104776935,97   ,54,87,2023-10-18
5104777155,93   ,54,88,2011-12-07
5104777295,42   ,51,86,2022-09-01
5104777845,90   ,82,99,2023-08-29
5104779385,80   ,  ,05,0001-01-01
5104779485,80   ,54,87,2010-05-21
5104780145,     ,  ,  ,0001-01-01
5104780535,80   ,54,87,2023-10-19
5104781355,80   ,  ,87,0001-01-01
5104781955,30   ,51,75,2021-08-05
5104782065,30   ,51,75,2018-04-27
5104782155,97   ,54,88,2017-04-13
5104783205,31   ,51,75,2010-03-25
5104784275,50   ,51,75,2024-06-13
5104784455,     ,  ,  ,0001-01-01
5104785005,93   ,  ,90,2012-05-30
5104785915,30   ,51,75,2015-03-13
5104785965,     ,  ,  ,0001-01-01
5104785995,213  ,32,75,2017-04-14
5104787285,90   ,  ,  ,2017-07-10
5104787655,97   ,  ,87,2009-06-02
5104788105,42   ,51,75,2013-05-10
5104788975,42   ,51,75,2014-05-17
5104789265,97   ,54,87,2008-07-02
5104789605,31   ,51,75,2013-02-18
5104790195,30   ,51,75,0001-01-01
5104790665,90   ,  ,99,0001-01-01
5104791355,     ,  ,  ,0001-01-01
5104791985,80   ,82,99,2023-02-09
5104792765,90   ,99,05,0001-01-01
5104793025,93   ,  ,99,2012-05-30
5104793075,93   ,80,90,2012-05-30
5104793465,93   ,54,91,2020-07-06
5104793745,90   ,  ,99,2008-08-21
5104793845,97   ,82,05,2012-08-17
5104794255,42   ,51,75,2023-03-15
5104794465,93   ,31,65,2012-11-22
5104795045,90   ,  ,99,2004-10-21
5104795055,90   ,99,99,0001-01-01
5104795215,93   ,  ,99,2006-09-28
5104795255,30   ,51,75,2009-12-29
5104795705,64   ,51,75,2018-07-31
5104796525,31   ,51,75,2011-11-07
5104797165,80   ,54,87,2018-12-19
5104797425,36   ,51,75,2013-05-25
5104797485,97   ,22,65,2015-01-06
5104797715,93   ,  ,99,0001-01-01
5104798065,45   ,51,75,2018-07-10
5104798165,30   ,54,75,2022-05-05
5104798875,     ,  ,  ,0001-01-01
5104799655,36   ,  ,75,2013-05-24
5104799715,93   ,31,91,2014-12-01
5104799805,90   ,82,99,2024-01-16
5104799965,30   ,54,75,2016-05-26
5104800925,42   ,45,75,0001-01-01
5104801075,78   ,51,89,2019-04-24
5104801185,90   ,82,99,2023-06-01
5104801495,93   ,54,99,2012-05-30
5104801775,97   ,23,65,2011-04-20
5104802145,97   ,54,86,2020-09-03
5104803285,93   ,54,87,2022-10-28
5104804525,93   ,  ,86,0001-01-01
5104804845,90   ,99,05,0001-01-01
5104805485,97   ,36,87,2011-09-20
5104805525,62   ,  ,75,0001-01-01
5104805545,97   ,54,91,2022-02-16
5104805775,42   ,54,99,2021-10-22
5104806115,97   ,54,99,2013-09-19
5104808085,59   ,54,86,2019-08-17
5104808215,     ,  ,  ,0001-01-01
5104808965,90   ,54,99,2022-12-13
5104810035,86   ,31,65,2011-09-22
5104810525,80   ,54,87,0001-01-01
5104811075,90   ,54,99,0001-01-01
5104811145,90   ,  ,99,2012-06-27
5104811415,31   ,51,75,2015-03-30
5104812445,93   ,54,91,0001-01-01
5104812905,86   ,51,75,2007-12-12
5104813475,50   ,54,88,2017-12-27
5104814085,42   ,51,75,2023-09-22
5104815075,     ,  ,  ,0001-01-01
5104815085,97   ,54,86,2014-12-10
5104815165,80   ,  ,86,0001-01-01
5104815235,     ,  ,  ,0001-01-01
5104815465,80   ,54,??,0001-01-01
5104816005,97   ,54,99,2008-03-14
5104816325,93   ,54,88,2012-05-30
5104816755,97   ,54,91,2023-11-02
5104816885,89   ,51,75,2008-04-22
5104817545,97   ,54,86,0001-01-01
5104817585,97   ,  ,86,2016-09-16
5104818175,97   ,  ,86,0001-01-01
5104818605,89   ,51,75,2023-03-30
5104818755,22   ,51,95,2017-11-13
5104819245,89   ,51,95,2015-03-13
5104819885,     ,  ,  ,0001-01-01
5104820325,     ,  ,  ,0001-01-01
5104820565,     ,  ,  ,0001-01-01
5104821315,30   ,36,65,2021-04-09
5104822545,90   ,82,99,2024-05-07
5104822835,80   ,  ,99,0001-01-01
5104823905,93   ,  ,99,2012-06-30
5104825165,31   ,51,75,2013-01-23
5104825355,93   ,  ,88,2012-05-30
5104825635,30   ,51,75,2022-04-06
5104826185,89   ,  ,75,2006-03-22
5104826225,89   ,51,75,2019-07-22
5104826685,55   ,32,95,2019-11-08
5104826715,97   ,54,91,2010-01-12
5104826735,80   ,  ,86,0001-01-01
5104826825,30   ,82,99,2019-08-27
5104827055,50   ,51,75,2004-10-25
5104827295,     ,  ,99,0001-01-01
5104827715,90   ,82,99,2023-05-09
5104829675,97   ,54,87,2019-05-02
5104829735,31   ,99,90,0001-01-01
5104829905,93   ,  ,99,2015-09-10
5104830365,59   ,51,75,2014-02-04
5104832215,30   ,51,75,2023-11-23
5104832555,30   ,51,95,2022-03-29
5104833385,78   ,51,95,2024-04-11
5104833685,42   ,51,75,0001-01-01
5104833955,97   ,  ,90,0001-01-01
5104834515,80   ,82,99,2022-08-12
5104834815,     ,  ,86,0001-01-01
5104835005,97   ,54,91,2011-03-31
5104835775,93   ,54,87,2012-05-30
5104836305,36   ,51,90,0001-01-01
5104836995,93   ,54,87,2012-05-30
5104838165,90   ,99,99,0001-01-01
5104838735,90   ,54,99,2024-06-12
5104839055,88   ,32,75,2019-09-30
5104839085,90   ,82,99,0001-01-01
5104839345,90   ,  ,99,2013-04-26
5104839535,97   ,54,86,2018-04-20
5104839575,93   ,  ,99,2007-08-31
5104841335,90   ,82,99,0001-01-01
5104841785,80   ,82,99,2013-09-18
5104842855,80   ,54,86,2004-10-26
5104843205,78   ,  ,89,2014-01-06
5104843375,97   ,54,86,2010-07-13
5104844055,93   ,54,86,2012-03-16
5104844325,97   ,54,91,2009-03-24
5104846215,36   ,  ,90,2006-11-20
5104846265,78   ,51,89,0001-01-01
5104846635,89   ,32,75,2021-01-26
5104847475,81   ,51,75,2008-05-21
5104847735,90   ,99,99,0001-01-01
5104848205,80   ,  ,87,2006-03-09
5104848665,30   ,51,75,2015-04-10
5104849005,62   ,51,75,2012-07-11
5104849045,90   ,  ,99,0001-01-01
5104849685,30   ,51,75,0001-01-01
5104849935,93   ,  ,90,2006-05-09
5104850225,97   ,  ,90,0001-01-01
5104850655,97   ,54,91,0001-01-01
5104851055,164  ,51,75,2021-01-22
5104851115,80   ,54,86,2008-04-05
5104851255,90   ,  ,99,2004-12-02
5104851305,90   ,  ,99,2015-10-27
5104851415,93   ,  ,88,2019-06-15
5104851655,213  ,51,75,2018-06-22
5104852165,30   ,  ,75,2024-03-23
5104853355,42   ,51,75,2010-08-24
5104853475,62   ,36,95,2011-10-10
5104853825,80   ,  ,86,0001-01-01
5104854185,90   ,  ,99,2012-11-20
5104854815,97   ,  ,05,2024-02-09
5104855065,90   ,  ,99,0001-01-01
5104856245,     ,  ,  ,0001-01-01
5104856475,93   ,  ,99,2008-06-25
5104856695,30   ,54,95,2022-08-04
5104857605,93   ,  ,99,2006-09-01
5104858565,     ,  ,  ,0001-01-01
5104858595,     ,  ,99,2006-03-21
5104858705,97   ,36,87,0001-01-01
5104859385,90   ,  ,99,2006-09-28
5104861445,93   ,54,87,2007-06-15
5104862075,93   ,  ,86,2012-05-30
5104863725,97   ,  ,91,2017-08-19
5104864935,     ,  ,  ,0001-01-01
5104865275,90   ,  ,99,2023-03-22
5104865505,76   ,  ,75,2004-11-12
5104867475,     ,  ,  ,0001-01-01
5104869305,42   ,51,75,2017-07-10
5104869715,90   ,82,99,2022-12-06
5104870035,93   ,  ,99,0001-01-01
5104870155,30   ,51,75,2014-02-18
5104870195,160  ,  ,75,2022-02-16
5104870835,97   ,  ,05,0001-01-01
5104871005,97   ,54,88,2009-10-19
5104871795,90   ,82,99,0001-01-01
5104872025,22   ,51,75,2010-10-26
5104872175,30   ,51,75,2014-06-10
5104874735,93   ,  ,99,2012-05-30
5104875305,93   ,54,91,2011-02-15
